age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,target
41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,154,1,-1,0,unknown,no
57,admin.,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,no
50,admin.,married,secondary,no,231,yes,no,cellular,21,nov,397,2,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown,no
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no
24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown,no
28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure,no
33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,no
37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown,no
34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,no
53,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
57,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown,no
47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,other,no
42,management,single,tertiary,no,0,no,no,cellular,7,sep,99,1,-1,0,unknown,no
59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no
56,technician,married,secondary,no,150,yes,yes,cellular,11,may,102,6,349,1,failure,no
33,technician,single,secondary,no,716,yes,no,cellular,14,may,234,2,-1,0,unknown,no
48,management,married,primary,no,606,no,no,cellular,5,mar,77,6,-1,0,unknown,no
51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,no
30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,no
45,management,married,tertiary,no,-459,no,no,cellular,21,aug,508,6,-1,0,unknown,no
30,services,single,secondary,no,3485,no,no,cellular,2,feb,142,2,-1,0,unknown,no
33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no
38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no
34,management,married,tertiary,no,136,yes,no,cellular,22,apr,156,1,-1,0,unknown,no
38,admin.,married,primary,no,3913,yes,no,cellular,20,apr,196,2,315,2,failure,no
39,management,married,secondary,no,1072,yes,no,unknown,27,may,1168,2,-1,0,unknown,no
52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,no
55,management,married,tertiary,no,979,no,yes,cellular,8,jul,123,1,-1,0,unknown,no
34,management,single,tertiary,no,84,no,no,cellular,5,feb,231,1,-1,0,unknown,no
39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
47,self-employed,married,secondary,no,0,no,no,unknown,26,jun,174,8,-1,0,unknown,no
41,blue-collar,married,primary,no,2067,yes,no,cellular,15,may,493,7,-1,0,unknown,no
38,blue-collar,married,secondary,no,1370,yes,no,cellular,11,may,472,2,-1,0,unknown,no
34,technician,married,secondary,no,209,yes,yes,cellular,8,apr,375,2,-1,0,unknown,no
41,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288,1,-1,0,unknown,no
40,management,married,tertiary,no,5,yes,no,cellular,18,nov,219,3,-1,0,unknown,no
34,management,married,tertiary,no,8,no,no,cellular,25,aug,169,4,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
32,technician,married,secondary,no,266,yes,no,cellular,19,aug,168,2,-1,0,unknown,no
49,retired,single,primary,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,no
29,technician,single,secondary,no,534,yes,no,cellular,18,may,382,1,-1,0,unknown,no
38,admin.,married,secondary,no,1852,yes,no,cellular,15,may,298,2,-1,0,unknown,no
30,admin.,single,secondary,no,81,yes,no,cellular,6,aug,121,6,112,3,other,no
47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,30,jul,71,2,-1,0,unknown,no
36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown,no
50,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860,2,-1,0,unknown,no
44,management,married,secondary,no,8262,yes,no,cellular,23,jul,201,16,-1,0,unknown,no
30,management,single,tertiary,no,726,yes,no,cellular,16,apr,39,1,342,3,failure,no
39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown,no
58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown,no
41,management,married,tertiary,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,1239,yes,no,cellular,18,jul,90,1,-1,0,unknown,no
43,management,single,tertiary,no,146,no,no,cellular,21,nov,50,1,113,5,other,no
35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256,2,94,1,failure,no
36,technician,divorced,secondary,no,487,no,yes,cellular,11,aug,268,3,-1,0,unknown,no
28,management,single,tertiary,no,4937,yes,no,telephone,13,may,421,3,-1,0,unknown,no
29,management,married,tertiary,no,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
32,admin.,single,secondary,no,2817,yes,no,cellular,21,nov,195,1,-1,0,unknown,no
26,services,single,secondary,no,127,yes,yes,cellular,23,jul,85,3,-1,0,unknown,no
34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no
36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177,2,174,1,other,no
52,entrepreneur,divorced,primary,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no
47,admin.,married,secondary,no,1934,no,yes,cellular,14,may,225,1,364,1,failure,no
35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
40,self-employed,single,tertiary,no,2893,no,no,cellular,2,jun,76,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,889,yes,no,unknown,18,sep,13,1,373,6,success,no
58,management,married,tertiary,no,2729,no,no,unknown,18,jun,188,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,6,yes,no,cellular,28,jan,241,3,-1,0,unknown,no
35,management,single,tertiary,no,2988,yes,no,cellular,25,may,179,1,-1,0,unknown,no
58,self-employed,married,secondary,no,1407,yes,no,unknown,30,may,58,1,-1,0,unknown,no
40,technician,married,secondary,no,1270,no,no,cellular,17,apr,342,2,-1,0,unknown,no
47,blue-collar,married,primary,no,320,no,no,telephone,30,jul,203,2,-1,0,unknown,no
30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158,4,-1,0,unknown,no
27,services,single,secondary,no,201,yes,no,unknown,4,jun,172,2,-1,0,unknown,no
22,student,single,unknown,no,549,no,no,cellular,2,sep,154,1,-1,0,unknown,no
37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown,no
32,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown,no
33,services,single,secondary,no,-56,no,yes,cellular,10,jul,119,5,-1,0,unknown,no
30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,no
43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown,no
27,admin.,married,secondary,no,639,no,yes,cellular,14,jul,243,3,-1,0,unknown,no
46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36,2,-1,0,unknown,no
49,services,married,secondary,no,5673,no,yes,cellular,4,aug,357,3,-1,0,unknown,no
31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,failure,no
37,student,married,unknown,no,0,no,no,unknown,18,jun,115,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,2008,yes,no,cellular,18,nov,354,1,-1,0,unknown,no
51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no
34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57,1,-1,0,unknown,no
40,management,single,tertiary,no,1509,no,no,cellular,15,mar,144,2,124,1,failure,no
39,technician,married,secondary,no,9121,no,no,unknown,5,jun,147,1,-1,0,unknown,no
59,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,unknown,no
55,retired,married,primary,no,4424,no,no,cellular,5,aug,67,4,-1,0,unknown,no
42,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115,1,-1,0,unknown,no
51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no
32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
49,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,428,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no
34,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
46,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no
32,technician,single,secondary,no,2979,no,no,cellular,25,may,156,1,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure,no
40,blue-collar,married,secondary,no,1012,yes,no,cellular,6,may,410,1,-1,0,unknown,no
33,blue-collar,married,primary,no,245,yes,yes,cellular,8,may,253,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633,7,-1,0,unknown,no
46,blue-collar,married,primary,no,2558,yes,no,telephone,20,nov,107,1,167,1,other,no
26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,no
31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,no
26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,unknown,no
41,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,unknown,no
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,no
55,self-employed,married,secondary,no,203,yes,no,telephone,14,may,9,5,174,12,other,no
42,blue-collar,married,secondary,no,130,yes,no,unknown,29,may,285,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72,2,370,1,failure,no
39,management,married,tertiary,no,12,yes,no,unknown,23,may,130,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,356,yes,no,cellular,7,apr,244,3,313,1,failure,no
45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,no
38,admin.,married,tertiary,no,669,yes,yes,cellular,31,jul,129,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,619,1,-1,0,unknown,no
40,admin.,married,secondary,no,168,yes,no,cellular,7,may,249,2,169,1,failure,no
38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
28,management,single,tertiary,no,3238,yes,no,unknown,19,may,7,1,-1,0,unknown,no
36,management,single,tertiary,no,260,yes,no,cellular,7,may,49,1,-1,0,unknown,no
29,unemployed,single,secondary,no,486,no,no,telephone,30,apr,95,1,-1,0,unknown,no
40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,no
37,blue-collar,married,primary,no,704,no,no,unknown,18,jun,165,7,-1,0,unknown,no
60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown,no
56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,2,no,no,unknown,9,may,144,2,-1,0,unknown,no
35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,-1,0,unknown,no
43,management,married,secondary,no,17555,no,no,cellular,26,aug,14,14,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,300,no,no,cellular,6,feb,166,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no
54,services,married,primary,no,8,yes,no,cellular,14,may,143,1,-1,0,unknown,no
31,technician,single,secondary,no,125,no,no,cellular,22,aug,78,2,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,0,yes,no,unknown,9,jul,300,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,579,yes,no,unknown,28,may,396,1,-1,0,unknown,no
31,services,single,secondary,no,1987,yes,no,telephone,20,nov,55,2,-1,0,unknown,no
31,management,married,tertiary,no,6290,no,no,cellular,20,nov,303,2,-1,0,unknown,no
49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,no
46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308,3,-1,0,unknown,no
35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,unknown,no
37,blue-collar,married,primary,no,0,yes,no,cellular,6,may,226,1,363,3,other,no
39,blue-collar,single,secondary,no,4143,yes,yes,unknown,2,jun,21,1,-1,0,unknown,no
48,management,married,secondary,no,99,yes,no,unknown,28,may,344,1,-1,0,unknown,no
86,retired,married,secondary,no,1503,no,no,telephone,18,mar,165,3,101,1,other,no
42,management,married,primary,no,-679,yes,yes,cellular,6,may,159,1,343,2,failure,no
25,student,single,unknown,no,10788,no,no,cellular,23,dec,102,2,210,2,other,no
34,services,divorced,secondary,no,991,yes,no,cellular,6,may,89,1,344,1,failure,no
40,services,married,secondary,no,4157,yes,no,unknown,15,may,735,1,-1,0,unknown,no
27,services,married,secondary,no,100,no,no,cellular,16,jul,57,2,-1,0,unknown,no
29,services,single,secondary,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown,no
30,student,single,tertiary,no,34,yes,no,unknown,6,may,289,1,-1,0,unknown,no
60,retired,married,secondary,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,no
44,technician,divorced,secondary,no,-329,yes,no,unknown,7,may,171,1,-1,0,unknown,no
44,self-employed,divorced,secondary,no,80,yes,yes,unknown,14,may,387,2,-1,0,unknown,no
40,admin.,divorced,secondary,no,212,no,no,unknown,7,jan,176,1,-1,0,unknown,no
38,blue-collar,married,primary,no,3419,yes,no,unknown,20,jun,324,5,-1,0,unknown,no
33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,-1,0,unknown,no
50,admin.,divorced,secondary,no,1111,yes,no,cellular,17,apr,50,1,-1,0,unknown,no
56,admin.,married,unknown,no,2038,no,no,cellular,8,feb,405,1,305,1,success,no
51,self-employed,married,tertiary,no,833,no,no,cellular,31,jul,77,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,77,yes,no,unknown,16,may,236,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15,8,-1,0,unknown,no
32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure,no
46,admin.,married,secondary,no,-121,yes,yes,cellular,8,jul,214,4,-1,0,unknown,no
51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,361,1,364,1,failure,no
39,technician,married,secondary,yes,-183,yes,no,unknown,14,may,202,2,-1,0,unknown,no
31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown,no
33,management,single,tertiary,no,3170,no,no,cellular,28,oct,246,2,-1,0,unknown,no
48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,-1,0,unknown,no
38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,1,-1,0,unknown,no
47,management,married,unknown,no,150,no,no,unknown,9,jun,52,1,-1,0,unknown,no
21,services,single,secondary,no,1903,yes,no,unknown,29,may,107,2,-1,0,unknown,no
43,unknown,married,tertiary,no,1937,no,no,unknown,19,jun,385,1,-1,0,unknown,no
54,management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,no
31,services,married,secondary,no,-331,yes,no,unknown,23,may,203,5,-1,0,unknown,no
56,management,divorced,tertiary,no,2959,yes,no,telephone,18,may,325,1,-1,0,unknown,no
38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,no
26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,164,1,other,no
47,technician,married,secondary,no,72,no,no,unknown,29,may,278,1,-1,0,unknown,no
35,blue-collar,married,primary,no,319,yes,no,cellular,16,jul,221,1,-1,0,unknown,no
46,blue-collar,divorced,primary,no,452,yes,no,unknown,9,may,113,4,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,no,unknown,8,may,214,2,-1,0,unknown,no
31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no
57,retired,married,secondary,no,523,no,yes,cellular,2,feb,49,6,-1,0,unknown,no
52,management,divorced,tertiary,no,907,yes,no,unknown,4,jun,104,2,-1,0,unknown,no
27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,unknown,no
46,blue-collar,married,primary,no,174,no,yes,cellular,15,jul,90,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,no
46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137,1,97,1,success,no
36,technician,married,tertiary,no,837,no,no,cellular,28,aug,68,6,-1,0,unknown,no
48,management,married,tertiary,no,363,no,no,cellular,18,nov,67,1,-1,0,unknown,no
35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199,1,-1,0,unknown,no
35,technician,single,tertiary,no,3552,no,no,cellular,21,nov,267,1,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,4343,no,no,unknown,9,jun,85,4,-1,0,unknown,no
34,admin.,married,secondary,no,1671,no,no,unknown,21,may,160,1,-1,0,unknown,no
48,blue-collar,single,secondary,no,-552,no,yes,cellular,21,nov,150,2,-1,0,unknown,no
26,self-employed,married,tertiary,no,479,yes,no,cellular,9,feb,133,3,-1,0,unknown,no
35,technician,married,secondary,no,94,yes,yes,unknown,14,may,208,5,-1,0,unknown,no
34,technician,single,secondary,no,0,no,no,cellular,21,aug,163,2,-1,0,unknown,no
44,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,13,1,-1,0,unknown,no
45,management,married,tertiary,no,-206,yes,no,cellular,6,may,337,2,-1,0,unknown,no
38,technician,married,secondary,no,1931,no,no,cellular,2,jun,167,1,298,10,other,no
34,services,divorced,secondary,no,202,yes,no,unknown,15,may,318,1,-1,0,unknown,no
36,technician,married,tertiary,no,6,yes,no,cellular,27,jan,100,1,435,1,failure,no
36,management,divorced,tertiary,no,5195,yes,no,unknown,2,jun,55,25,-1,0,unknown,no
34,admin.,married,secondary,no,50,yes,no,unknown,20,may,89,2,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,13342,yes,no,cellular,18,nov,465,1,-1,0,unknown,no
53,admin.,married,secondary,no,225,yes,no,cellular,20,apr,304,1,340,1,failure,no
38,admin.,single,secondary,no,883,yes,no,cellular,12,may,95,1,327,9,other,no
32,services,married,secondary,no,55,yes,no,unknown,15,may,546,9,-1,0,unknown,no
36,services,married,secondary,no,338,no,no,unknown,14,may,90,1,-1,0,unknown,no
33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no
26,services,single,secondary,no,512,yes,yes,cellular,30,jan,206,5,239,3,failure,no
39,admin.,married,secondary,no,179,no,no,unknown,6,sep,36,1,-1,0,unknown,no
34,management,single,secondary,no,0,no,no,cellular,22,aug,132,4,-1,0,unknown,no
51,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,324,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,393,yes,no,cellular,5,may,11,9,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,739,yes,no,unknown,9,may,171,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,jul,73,6,-1,0,unknown,no
33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,no
57,blue-collar,married,primary,no,23,yes,no,telephone,31,jul,25,8,-1,0,unknown,no
24,retired,single,secondary,no,366,no,yes,unknown,16,may,234,2,-1,0,unknown,no
43,blue-collar,single,primary,no,30,yes,no,unknown,30,may,379,17,-1,0,unknown,no
36,services,married,secondary,no,3064,yes,no,telephone,11,may,1143,4,-1,0,unknown,no
31,housemaid,single,tertiary,no,287,yes,no,cellular,19,nov,182,1,-1,0,unknown,no
40,management,married,tertiary,no,1548,yes,no,cellular,13,apr,101,3,-1,0,unknown,no
36,admin.,married,secondary,no,957,yes,no,unknown,21,may,206,1,-1,0,unknown,no
25,student,single,tertiary,no,5,no,no,cellular,29,sep,138,1,-1,0,unknown,no
50,unemployed,divorced,secondary,no,32,no,no,cellular,4,aug,282,2,-1,0,unknown,no
47,admin.,married,secondary,no,310,yes,yes,telephone,14,aug,128,6,-1,0,unknown,no
46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161,1,-1,0,unknown,no
26,blue-collar,single,primary,no,155,yes,no,cellular,29,jan,291,1,244,4,failure,no
44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no
32,services,single,secondary,no,-402,yes,no,cellular,17,apr,135,1,-1,0,unknown,no
62,housemaid,married,secondary,no,565,no,no,cellular,4,sep,123,3,-1,0,unknown,no
56,management,divorced,tertiary,no,-59,no,yes,cellular,28,jul,127,6,-1,0,unknown,no
35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,apr,93,3,329,7,failure,no
47,self-employed,married,unknown,no,14,yes,no,cellular,15,may,142,1,-1,0,unknown,no
30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,1,59,2,failure,no
60,management,married,primary,no,4895,no,no,unknown,9,jun,313,1,-1,0,unknown,no
45,management,divorced,tertiary,no,959,no,no,unknown,18,jun,74,1,-1,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,20,aug,263,2,-1,0,unknown,no
25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,233,1,-1,0,unknown,no
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,776,yes,no,cellular,6,feb,232,4,253,1,failure,no
37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81,1,-1,0,unknown,no
46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown,no
33,blue-collar,married,primary,no,3074,no,no,cellular,18,nov,679,1,-1,0,unknown,no
54,services,married,secondary,no,158,yes,no,unknown,19,may,198,1,-1,0,unknown,no
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340,2,-1,0,unknown,no
37,technician,married,secondary,no,712,yes,no,cellular,18,nov,291,2,-1,0,unknown,no
36,management,married,tertiary,no,428,no,no,unknown,28,may,121,1,-1,0,unknown,no
32,management,single,tertiary,no,474,yes,no,cellular,7,aug,90,3,-1,0,unknown,no
30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,67,yes,yes,unknown,8,may,672,3,-1,0,unknown,no
37,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318,2,338,1,success,no
44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,389,5,-1,0,unknown,no
32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77,4,-1,0,unknown,no
59,housemaid,married,tertiary,no,0,no,yes,cellular,29,jul,376,2,-1,0,unknown,no
46,technician,married,secondary,no,2098,no,no,cellular,7,aug,110,2,-1,0,unknown,no
57,unemployed,married,primary,no,0,no,no,unknown,9,jun,540,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,unknown,no
37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,-1,0,unknown,no
52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,unknown,no
35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no
43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,unknown,no
35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,no
60,admin.,married,unknown,no,1088,yes,no,cellular,26,may,149,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,648,yes,yes,unknown,8,may,287,1,-1,0,unknown,no
34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53,5,-1,0,unknown,no
28,management,single,tertiary,no,2380,no,no,cellular,14,sep,394,2,-1,0,unknown,no
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
32,technician,single,tertiary,no,741,yes,no,cellular,11,aug,238,1,-1,0,unknown,no
48,management,married,primary,no,3230,yes,no,telephone,20,nov,207,3,-1,0,unknown,no
80,retired,married,secondary,no,462,no,no,cellular,7,dec,127,2,-1,0,unknown,no
33,technician,married,secondary,no,9305,yes,no,cellular,17,apr,407,2,-1,0,unknown,no
25,services,single,secondary,no,368,no,no,telephone,25,jul,168,1,-1,0,unknown,no
33,management,single,secondary,no,1558,yes,no,cellular,17,apr,97,1,-1,0,unknown,no
55,blue-collar,married,primary,no,1649,yes,no,cellular,12,may,52,3,-1,0,unknown,no
29,technician,single,secondary,no,778,yes,no,unknown,6,jun,1994,2,-1,0,unknown,no
24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290,2,-1,0,unknown,no
28,services,single,secondary,no,2685,no,yes,unknown,24,aug,5,1,-1,0,unknown,no
32,management,single,tertiary,no,697,no,no,cellular,7,aug,119,1,99,3,failure,no
34,management,single,tertiary,no,0,no,no,cellular,21,aug,191,2,-1,0,unknown,no
58,retired,married,secondary,no,413,no,no,cellular,27,aug,104,5,-1,0,unknown,no
39,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146,1,281,1,failure,no
58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,-1,0,unknown,no
34,technician,married,secondary,no,1553,no,no,cellular,20,aug,200,2,-1,0,unknown,no
45,admin.,married,secondary,no,-388,yes,no,cellular,14,jul,175,2,-1,0,unknown,no
35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,failure,no
50,housemaid,married,primary,no,0,no,no,unknown,20,jun,179,2,-1,0,unknown,no
31,services,married,tertiary,no,309,yes,yes,unknown,7,may,294,1,-1,0,unknown,no
35,services,married,secondary,no,128,yes,no,cellular,12,may,136,1,-1,0,unknown,no
32,management,single,tertiary,no,2343,no,no,cellular,18,jul,226,1,-1,0,unknown,no
37,admin.,married,secondary,no,7,yes,no,cellular,27,may,224,7,105,1,other,no
44,blue-collar,married,secondary,no,508,yes,no,cellular,20,apr,222,1,154,1,failure,no
50,services,married,secondary,no,26394,no,no,cellular,25,aug,206,4,-1,0,unknown,no
36,services,married,secondary,no,-11,yes,no,cellular,30,jul,172,28,-1,0,unknown,no
